VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,2020 Census Tract
KNDC3DLC0P,WA,2023,KIA,EV6,BEV,False,0,53011041317
KNAGV4LD9H,WA,2017,KIA,OPTIMA,PHEV,False,29,53033029003
YV4H60DA9P,WA,2023,VOLVO,XC60,PHEV,True,35,53033032215
1N4AZ1BV1N,WA,2022,NISSAN,LEAF,BEV,False,0,53033003500
5YJSA1E51N,WA,2022,TESLA,MODEL S,BEV,False,0,53033025304
WMEEK9AA1E,WA,2014,SMART,FORTWO ELECTRIC DRIVE,BEV,True,68,53033006900
JTMABABA9P,WA,2023,SUBARU,SOLTERRA,BEV,False,0,53033028200
WA1L2BFZ3P,WA,2023,AUDI,Q4,BEV,False,0,53033022501
1C4JJXP60M,WA,2021,JEEP,WRANGLER,PHEV,False,25,53033021802
50EA1TEA9P,WA,2023,LUCID,AIR,BEV,False,0,53033025007
5YJSA1E14G,WA,2016,TESLA,MODEL S,BEV,True,210,53033022603
WB523CF04P,WA,2023,BMW,IX,BEV,False,0,53033002800
3FA6P0PU7J,WA,2018,FORD,FUSION,PHEV,False,21,53033008500
7SAYGDEF0P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033020302
3MW39FS00P,WA,2023,BMW,330E,PHEV,False,20,53031950501
YV4ED3UB2N,WA,2022,VOLVO,XC40,BEV,False,0,53033004600
5YJSA1S21F,WA,2015,TESLA,MODEL S,BEV,True,208,53033021300
WVGJNPE25M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53033032010
3FA6P0SU5K,WA,2019,FORD,FUSION,PHEV,False,26,53033030504
JTMCB3FV4N,WA,2022,TOYOTA,RAV4 PRIME,PHEV,True,42,53011040712
5YJSA1E67N,WA,2022,TESLA,MODEL S,BEV,False,0,53011040203
3C3CFFGE3E,WA,2014,FIAT,500,BEV,True,87,53033025201
WMEEJ9AA7F,WA,2015,SMART,FORTWO ELECTRIC DRIVE,BEV,True,68,53035090502
5YJ3E1EC0L,WA,2020,TESLA,MODEL 3,BEV,True,308,53061052206
7SAXCBE5XN,WA,2022,TESLA,MODEL X,BEV,False,0,53033005600
5YJSA1E46G,WA,2016,TESLA,MODEL S,BEV,True,210,53033022401
1G1RB6S52H,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53035092902
JHMZC5F35J,WA,2018,HONDA,CLARITY,PHEV,True,47,53033000402
JTDKN3DP8F,WA,2015,TOYOTA,PRIUS PLUG-IN,PHEV,False,6,53011041309
2C4RC1N75L,WA,2020,CHRYSLER,PACIFICA,PHEV,True,32,53033010402
WVGGNPE28M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53033001400
WVGTMPE24M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53033032006
1N4AZ1CV5N,WA,2022,NISSAN,LEAF,BEV,False,0,53033020100
KL8CL6S03F,WA,2015,CHEVROLET,SPARK,BEV,True,82,53011040907
WA1E2AFY1M,WA,2021,AUDI,Q5 E,PHEV,False,18,53033005000
ZASPATDW5R,WA,2024,ALFA ROMEO,TONALE,PHEV,True,33,53033022702
3FA6P0PUXD,WA,2013,FORD,FUSION,PHEV,False,19,53033030003
JTMFB3FV7N,WA,2022,TOYOTA,RAV4 PRIME,PHEV,True,42,53033002100
JTMFB3FVXP,WA,2023,TOYOTA,RAV4 PRIME,PHEV,True,42,53033000900
WBY73AW03P,WA,2023,BMW,I4,BEV,False,0,53011040909
KNDJX3AE0J,WA,2018,KIA,SOUL EV,BEV,True,111,53033020402
YV4ED3UMXP,WA,2023,VOLVO,XC40,BEV,False,0,53033005100
KM8K53AG2M,WA,2021,HYUNDAI,KONA ELECTRIC,BEV,False,0,53033022402
2C4RC1S72N,WA,2022,CHRYSLER,PACIFICA,PHEV,True,32,53033024200
1G1FZ6S03N,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53031950301
KM8KMDAFXP,WA,2023,HYUNDAI,IONIQ 5,BEV,False,0,53033004102
5YJSA1H26F,WA,2015,TESLA,MODEL S,BEV,True,208,53035090201
5YJ3E1EB3N,WA,2022,TESLA,MODEL 3,BEV,False,0,53033005600
5YJXCAE29J,WA,2018,TESLA,MODEL X,BEV,True,238,53033005803
W1N9M1DB0N,WA,2022,MERCEDES-BENZ,EQB-CLASS,BEV,False,0,53035091002
3FA6P0SU6H,WA,2017,FORD,FUSION,PHEV,False,21,53065950500
4JGGM1CB3P,WA,2023,MERCEDES-BENZ,EQE-CLASS SUV,BEV,False,0,53033022001
1C4JJXP67M,WA,2021,JEEP,WRANGLER,PHEV,False,25,53011040505
1V2GNPE83P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53033004301
WVWKR7AU0H,WA,2017,VOLKSWAGEN,E-GOLF,BEV,True,125,53033020401
YV4BR00LXM,WA,2021,VOLVO,XC90,PHEV,False,18,53033022401
7SAYGDEF6N,WA,2022,TESLA,MODEL Y,BEV,False,0,53011041328
5YJYGDED9M,WA,2021,TESLA,MODEL Y,BEV,False,0,53033000602
5YJSA1E27G,WA,2016,TESLA,MODEL S,BEV,True,210,53033023701
5YJ3E1EA3K,WA,2019,TESLA,MODEL 3,BEV,True,220,53033024800
5YJ3E1EA4L,WA,2020,TESLA,MODEL 3,BEV,True,266,53033030311
YV4ED3UB3N,WA,2022,VOLVO,XC40,BEV,False,0,53033006300
KM8KRDAF2P,WA,2023,HYUNDAI,IONIQ 5,BEV,False,0,53035081000
JTMABABA3P,WA,2023,SUBARU,SOLTERRA,BEV,False,0,53033028200
JTDKN3DP3C,WA,2012,TOYOTA,PRIUS PLUG-IN,PHEV,False,6,53033022005
WVGDMPE26M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53033023807
WBAJA9C50J,WA,2018,BMW,530E,PHEV,False,16,53033029102
WAUSPBFF1J,WA,2018,AUDI,A3,PHEV,False,16,53033003202
KNDC3DLC6N,WA,2022,KIA,EV6,BEV,False,0,53011040513
WP0AB2Y19M,WA,2021,PORSCHE,TAYCAN,BEV,True,203,53033001600
WMW13DJ07N,WA,2022,MINI,HARDTOP,BEV,False,0,53033025001
WBY1Z2C54E,WA,2014,BMW,I3,BEV,True,81,53061052402
5YJXCAE22H,WA,2017,TESLA,MODEL X,BEV,True,200,53033023603
WMEEJ9AA7E,WA,2014,SMART,FORTWO ELECTRIC DRIVE,BEV,True,58,53033007501
1N4AZ1CP2L,WA,2020,NISSAN,LEAF,BEV,True,149,53011040909
1G1FX6S01K,WA,2019,CHEVROLET,BOLT EV,BEV,True,238,53067012530
KNDCE3LG6N,WA,2022,KIA,NIRO,BEV,False,0,53011040709
3C3CFFGE7J,WA,2018,FIAT,500,BEV,True,84,53033024704
WP0AA2Y12N,WA,2022,PORSCHE,TAYCAN,BEV,False,0,53033024901
7SAYGAEE0N,WA,2022,TESLA,MODEL Y,BEV,False,0,53011040907
1G1FY6S04P,WA,2023,CHEVROLET,BOLT EUV,BEV,False,0,53033000700
7SAYGAEE6N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033011902
5YJYGDEF4L,WA,2020,TESLA,MODEL Y,BEV,True,291,53029970300
7FCTGAAA5N,WA,2022,RIVIAN,R1T,BEV,False,0,53033032323
1G1FX6S08K,WA,2019,CHEVROLET,BOLT EV,BEV,True,238,53061052607
WA1E2AFY7N,WA,2022,AUDI,Q5,PHEV,False,22,53033022604
WP0AC2Y16M,WA,2021,PORSCHE,TAYCAN,BEV,True,192,53033022001
KNDCC3LD9N,WA,2022,KIA,NIRO,PHEV,False,26,53033009701
WA1E2AFY4L,WA,2020,AUDI,Q5 E,PHEV,False,20,53033026700
1G1FY6S06P,WA,2023,CHEVROLET,BOLT EUV,BEV,False,0,53033023403
JTMEB3FV9M,WA,2021,TOYOTA,RAV4 PRIME,PHEV,True,42,53011041900
JA4T5UA97P,WA,2023,MITSUBISHI,OUTLANDER,PHEV,True,38,53033028200
1G1RB6S54J,WA,2018,CHEVROLET,VOLT,PHEV,True,53,53033022401
5YJSA1E52N,WA,2022,TESLA,MODEL S,BEV,False,0,53033023100
YSMED3KA3P,WA,2023,POLESTAR,PS2,BEV,False,0,53033007203
5YJSA1E1XF,WA,2015,TESLA,MODEL S,BEV,True,208,53033003202
WVGKMPE20M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53033005700
WVGTMPE22M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53033009600
7FCTGAAL6N,WA,2022,RIVIAN,R1T,BEV,False,0,53033032224
KM8KNDAF3P,WA,2023,HYUNDAI,IONIQ 5,BEV,False,0,53033032008
5YJXCBE21J,WA,2018,TESLA,MODEL X,BEV,True,238,53011040714
7SAYGAEEXP,WA,2023,TESLA,MODEL Y,BEV,False,0,53033023401
1N4AZ1CP6J,WA,2018,NISSAN,LEAF,BEV,True,151,53033023401
KNDCS3LFXP,WA,2023,KIA,NIRO,PHEV,True,33,53033030501
KM8K23AG9N,WA,2022,HYUNDAI,KONA ELECTRIC,BEV,False,0,53011041336
1C4JJXP66P,WA,2023,JEEP,WRANGLER,PHEV,False,21,53033007501
JN1AZ0CP2B,WA,2011,NISSAN,LEAF,BEV,True,73,53067012620
5YJXCAE28J,WA,2018,TESLA,MODEL X,BEV,True,238,53033004101
KM8KRDAF1N,WA,2022,HYUNDAI,IONIQ 5,BEV,False,0,53033023901
5YJSA1E56N,WA,2022,TESLA,MODEL S,BEV,False,0,53033023601
3FMTK1SS7M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53033024901
JHMZC5F10J,WA,2018,HONDA,CLARITY,PHEV,True,47,53011040715
YV4BR0DL2L,WA,2020,VOLVO,XC60,PHEV,False,18,53033004101
5YJXCDE25J,WA,2018,TESLA,MODEL X,BEV,True,238,53011040412
WMWXP3C02M,WA,2021,MINI,HARDTOP,BEV,True,110,53033010102
WB523CF06N,WA,2022,BMW,IX,BEV,False,0,53033024904
3FA6P0PUXJ,WA,2018,FORD,FUSION,PHEV,False,21,53033008500
WBY7Z8C56J,WA,2018,BMW,I3,PHEV,True,97,53033028802
WVWPR7AU7K,WA,2019,VOLKSWAGEN,E-GOLF,BEV,True,125,53061042001
7SAXCDE50N,WA,2022,TESLA,MODEL X,BEV,False,0,53035091600
YV4ED3GL0P,WA,2023,VOLVO,C40,BEV,False,0,53033024905
1C4JJXP6XM,WA,2021,JEEP,WRANGLER,PHEV,False,25,53033005803
LYVBR0DK4J,WA,2018,VOLVO,XC60,PHEV,False,17,53033021400
5YJXCAE48G,WA,2016,TESLA,MODEL X,BEV,True,200,53033020302
JTDKN3DPXC,WA,2012,TOYOTA,PRIUS PLUG-IN,PHEV,False,6,53065950700
5YJSA1E26M,WA,2021,TESLA,MODEL S,BEV,False,0,53033026700
5UXTA6C09N,WA,2022,BMW,X5,PHEV,True,30,53011040610
WP0BA2Y16M,WA,2021,PORSCHE,TAYCAN,BEV,False,0,53033022203
WBY1Z8C30H,WA,2017,BMW,I3,PHEV,True,97,53011040102
JTDKAMFP9N,WA,2022,TOYOTA,PRIUS PRIME,PHEV,False,25,53015001200
KNDCM3LD4M,WA,2021,KIA,NIRO,PHEV,False,26,53033006400
1G1RB6S55K,WA,2019,CHEVROLET,VOLT,PHEV,True,53,53033021702
2C4RC1S79M,WA,2021,CHRYSLER,PACIFICA,PHEV,True,32,53033000202
WMZ23BS00P,WA,2023,MINI,COUNTRYMAN,PHEV,False,17,53053071210
1G1FY6S09L,WA,2020,CHEVROLET,BOLT EV,BEV,True,259,53067010100
1N4BZ1BV4N,WA,2022,NISSAN,LEAF,BEV,False,0,53033005201
7FCTGAAL1N,WA,2022,RIVIAN,R1T,BEV,False,0,53033001500
1C4JJXP62M,WA,2021,JEEP,WRANGLER,PHEV,False,25,53033029405
5YJXCAE46G,WA,2016,TESLA,MODEL X,BEV,True,200,53033007901
1N4BZ1CP9L,WA,2020,NISSAN,LEAF,BEV,True,215,53033029304
1N4BZ1CV0N,WA,2022,NISSAN,LEAF,BEV,False,0,53033032005
5YJ3E1EB6P,WA,2023,TESLA,MODEL 3,BEV,False,0,53033025803
KNDC3DLCXP,WA,2023,KIA,EV6,BEV,False,0,53033030305
1G1FY6S01P,WA,2023,CHEVROLET,BOLT EUV,BEV,False,0,53033000101
1N4AZ1BV4P,WA,2023,NISSAN,LEAF,BEV,False,0,53033032215
7SAYGAEE9P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033020600
5UXKT0C55G,WA,2016,BMW,X5,PHEV,False,14,53033023604
YV4H60CW7P,WA,2023,VOLVO,XC90,PHEV,True,32,53033006000
3FMTK3SS9P,WA,2023,FORD,MUSTANG MACH-E,BEV,False,0,53033009500
3C3CFFGEXF,WA,2015,FIAT,500,BEV,True,87,53033002800
KM8KMDAF4N,WA,2022,HYUNDAI,IONIQ 5,BEV,False,0,53011040609
JTDKAMFP7N,WA,2022,TOYOTA,PRIUS PRIME,PHEV,False,25,53011040713
7FCTGAAAXN,WA,2022,RIVIAN,R1T,BEV,False,0,53033023701
WA1AABGE9P,WA,2023,AUDI,E-TRON,BEV,False,0,53033029602
KNDCE3LG8K,WA,2019,KIA,NIRO,BEV,True,239,53033006800
5YJSA1H18F,WA,2015,TESLA,MODEL S,BEV,True,208,53033009500
JN1AZ0CP5C,WA,2012,NISSAN,LEAF,BEV,True,73,53033021600
W1KEG1CB3P,WA,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,BEV,False,0,53033032225
KM8KRDAF5P,WA,2023,HYUNDAI,IONIQ 5,BEV,False,0,53033001100
1N4AZ0CP0D,WA,2013,NISSAN,LEAF,BEV,True,75,53033021904
1N4AZ1CPXJ,WA,2018,NISSAN,LEAF,BEV,True,151,53033032215
7FCTGAAA8N,WA,2022,RIVIAN,R1T,BEV,False,0,53033023901
5YJXCAE23K,WA,2019,TESLA,MODEL X,BEV,True,289,53033024200
1G1RD6E44B,WA,2011,CHEVROLET,VOLT,PHEV,True,35,53033001100
KNDCC3LG3L,WA,2020,KIA,NIRO,BEV,True,239,53033029407
5YJYGAEE3M,WA,2021,TESLA,MODEL Y,BEV,False,0,53011040713
1G1FY6S06L,WA,2020,CHEVROLET,BOLT EV,BEV,True,259,53033031400
YV4ED3UR5N,WA,2022,VOLVO,XC40,BEV,False,0,53033032215
JN1DF0CD9P,WA,2023,NISSAN,ARIYA,BEV,False,0,53033027300
WMZYU7C44J,WA,2018,MINI,COUNTRYMAN,PHEV,False,12,53033009500
WP0AE2A7XJ,WA,2018,PORSCHE,PANAMERA,PHEV,False,16,53033008102
KNDCS3LF0P,WA,2023,KIA,NIRO,PHEV,True,33,53015000705
1N4BZ1CP0K,WA,2019,NISSAN,LEAF,BEV,True,150,53033020402
1N4BZ1BV3N,WA,2022,NISSAN,LEAF,BEV,False,0,53033007502
1N4AZ1CV1M,WA,2021,NISSAN,LEAF,BEV,False,0,53011040412
1FADP5CU3G,WA,2016,FORD,C-MAX,PHEV,False,19,53077940002
YV4BR0DL1L,WA,2020,VOLVO,XC60,PHEV,False,18,53035090700
5YJSA1H29E,WA,2014,TESLA,MODEL S,BEV,True,208,53033027000
5YJXCAE22L,WA,2020,TESLA,MODEL X,BEV,True,293,53015002003
5YJ3E1EA3N,WA,2022,TESLA,MODEL 3,BEV,False,0,53033006300
5YJ3E1EB0M,WA,2021,TESLA,MODEL 3,BEV,False,0,53033005700
1V2FMPE80P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53033007600
JTDKN3DP8C,WA,2012,TOYOTA,PRIUS PLUG-IN,PHEV,False,6,53033030902
JN1AZ0CP1B,WA,2011,NISSAN,LEAF,BEV,True,73,53033024500
JTMAB3FV7M,WA,2021,TOYOTA,RAV4 PRIME,PHEV,True,42,53033007700
5YJSA1E56M,WA,2021,TESLA,MODEL S,BEV,False,0,53033009702
JTDKARFP6H,WA,2017,TOYOTA,PRIUS PRIME,PHEV,False,25,53067010400
1G1RD6E45D,WA,2013,CHEVROLET,VOLT,PHEV,True,38,53035090201
1C4JJXP63P,WA,2023,JEEP,WRANGLER,PHEV,False,21,53033022003
5YJ3E1EB2M,WA,2021,TESLA,MODEL 3,BEV,False,0,53033032319
1N4AZ1CP4L,WA,2020,NISSAN,LEAF,BEV,True,149,53033007700
7FCTGAAL8N,WA,2022,RIVIAN,R1T,BEV,False,0,53033000602
5YJ3E1EC5L,WA,2020,TESLA,MODEL 3,BEV,True,308,53033032220
WBY43AW03P,WA,2023,BMW,I4,BEV,False,0,53033023901
1G1FY6S09P,WA,2023,CHEVROLET,BOLT EUV,BEV,False,0,53033025401
5YJYGAEEXM,WA,2021,TESLA,MODEL Y,BEV,False,0,53033023603
YV4ED3UR5M,WA,2021,VOLVO,XC40,BEV,False,0,53011040712
KNDRMDLH0N,WA,2022,KIA,SORENTO,PHEV,True,32,53033028902
1V2GNPE84P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53033021904
YV4BR0CK4M,WA,2021,VOLVO,XC90,PHEV,False,18,53033020700
JTMFB3FV2M,WA,2021,TOYOTA,RAV4 PRIME,PHEV,True,42,53033012000
WA1F2AFY4N,WA,2022,AUDI,Q5,PHEV,False,23,53033000500
1G1RB6E44E,WA,2014,CHEVROLET,VOLT,PHEV,True,38,53033006200
7SAXCAE58P,WA,2023,TESLA,MODEL X,BEV,False,0,53033024002
WVWKP7AU0G,WA,2016,VOLKSWAGEN,E-GOLF,BEV,True,83,53033032324
KNDCC3LG0K,WA,2019,KIA,NIRO,BEV,True,239,53033022201
5YJ3E1EBXK,WA,2019,TESLA,MODEL 3,BEV,True,220,53033002200
1G1FY6S03L,WA,2020,CHEVROLET,BOLT EV,BEV,True,259,53067010100
JA4J24A54K,WA,2019,MITSUBISHI,OUTLANDER,PHEV,False,22,53061041400
WBY8P8C56K,WA,2019,BMW,I3,PHEV,True,126,53033006000
5YJSA1E25H,WA,2017,TESLA,MODEL S,BEV,True,210,53061051912
YV4BR0DL0N,WA,2022,VOLVO,XC60,PHEV,False,18,53033028403
WAUCJBFW6P,WA,2023,AUDI,E-TRON GT,BEV,False,0,53035090700
3C3CFFGE8K,WA,2019,FIAT,500,BEV,True,84,53033005401
JTDKN3DPXE,WA,2014,TOYOTA,PRIUS PLUG-IN,PHEV,False,6,53035090800
WAUUPBFF6J,WA,2018,AUDI,A3,PHEV,False,16,53033012100
JTDKN3DP8E,WA,2014,TOYOTA,PRIUS PLUG-IN,PHEV,False,6,53035092500
1G1RC6S54J,WA,2018,CHEVROLET,VOLT,PHEV,True,53,53033001202
5YJSA1S1XE,WA,2014,TESLA,MODEL S,BEV,True,208,53033022402
WA1VAAGE3K,WA,2019,AUDI,E-TRON,BEV,True,204,53011040304
5YJXCBE26G,WA,2016,TESLA,MODEL X,BEV,True,200,53033031800
W1KCG2DB5N,WA,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,False,0,53033032323
5YJYGAEE9M,WA,2021,TESLA,MODEL Y,BEV,False,0,53035090102
YV4ED3UW6P,WA,2023,VOLVO,XC40,BEV,False,0,53033009500
1FMCU0LZ7M,WA,2021,FORD,ESCAPE,PHEV,True,38,53033005201
7SAYGAEE3N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033022006
5YJSA1DP4D,WA,2013,TESLA,MODEL S,BEV,True,208,53033024302
WVGRMPE26N,WA,2022,VOLKSWAGEN,ID.4,BEV,False,0,53033003100
WA1VABGE5N,WA,2022,AUDI,E-TRON,BEV,False,0,53033024902
7PDSGABA5P,WA,2023,RIVIAN,R1S,BEV,False,0,53033023403
3FA6P0SU3J,WA,2018,FORD,FUSION,PHEV,False,21,53033022101
YV4H60CX7P,WA,2023,VOLVO,XC90,PHEV,True,32,53033025101
5YJXCDE29L,WA,2020,TESLA,MODEL X,BEV,True,289,53011040609
WMW13DJ03R,WA,2024,MINI,HARDTOP,BEV,False,0,53011040407
YV4ED3UR2N,WA,2022,VOLVO,XC40,BEV,False,0,53033006200
5YJSA1H19E,WA,2014,TESLA,MODEL S,BEV,True,208,53033023601
7FCTGAAA3P,WA,2023,RIVIAN,R1T,BEV,False,0,53033022401
1FTVW1EL6P,WA,2023,FORD,F-150,BEV,False,0,53077002201
3FMTK1RM3M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53033021100
5YJ3E1EA3M,WA,2021,TESLA,MODEL 3,BEV,False,0,53033007203
1N4BZ1DV6N,WA,2022,NISSAN,LEAF,BEV,False,0,53033006200
1G1FY6S08P,WA,2023,CHEVROLET,BOLT EUV,BEV,False,0,53011040712
JTDKARFP7H,WA,2017,TOYOTA,PRIUS PRIME,PHEV,False,25,53033031709
KNDCC3LGXK,WA,2019,KIA,NIRO,BEV,True,239,53033023201
YV4ED3UR6M,WA,2021,VOLVO,XC40,BEV,False,0,53033024800
WBY43AW01P,WA,2023,BMW,I4,BEV,False,0,53033023000
KM8KNDAF8P,WA,2023,HYUNDAI,IONIQ 5,BEV,False,0,53033009900
WBY1Z4C50F,WA,2015,BMW,I3,PHEV,True,72,53033006600
KMHC75LJ2L,WA,2020,HYUNDAI,IONIQ,BEV,True,170,53033005902
7SAXCBE69N,WA,2022,TESLA,MODEL X,BEV,False,0,53061052604
1G1FZ6S00N,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53033030008
5YJXCBE2XG,WA,2016,TESLA,MODEL X,BEV,True,200,53033024200
5YJSA1E28L,WA,2020,TESLA,MODEL S,BEV,True,330,53011041325
1G1FY6S03N,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53033004500
WDDVP9AB9F,WA,2015,MERCEDES-BENZ,B-CLASS,BEV,True,87,53035090101
1G1FX6S08H,WA,2017,CHEVROLET,BOLT EV,BEV,True,238,53033002900
2C4RC1L75L,WA,2020,CHRYSLER,PACIFICA,PHEV,True,32,53033032321
WDDVP9AB1F,WA,2015,MERCEDES-BENZ,B-CLASS,BEV,True,87,53033028901
SADHD2S18K,WA,2019,JAGUAR,I-PACE,BEV,True,234,53033028600
7SAYGDEF4P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033020302
4JGDM2EB4P,WA,2023,MERCEDES-BENZ,EQS-CLASS SUV,BEV,False,0,53033032221
3FA6P0PU7H,WA,2017,FORD,FUSION,PHEV,False,21,53033008500
1FTVW1EV5P,WA,2023,FORD,F-150,BEV,False,0,53035940100
1G1RC6S5XH,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53011041334
KNDCE3LG2K,WA,2019,KIA,NIRO,BEV,True,239,53033011901
2C4RC1L76P,WA,2023,CHRYSLER,PACIFICA,PHEV,True,32,53033028200
WB523CF07N,WA,2022,BMW,IX,BEV,False,0,53033032318
4JGDM4EB8P,WA,2023,MERCEDES-BENZ,EQS-CLASS SUV,BEV,False,0,53033022501
2T3YL4DV7D,WA,2013,TOYOTA,RAV4,BEV,True,103,53033006000
JM3KKDHA8R,WA,2024,MAZDA,CX-90,PHEV,False,26,53033021804
3C3CFFGE3F,WA,2015,FIAT,500,BEV,True,87,53033027500
1G1RD6S59K,WA,2019,CHEVROLET,VOLT,PHEV,True,53,53033027000
JA4J24A52J,WA,2018,MITSUBISHI,OUTLANDER,PHEV,False,22,53033000202
1N4AZ0CP9G,WA,2016,NISSAN,LEAF,BEV,True,84,53033020401
JTDKARFP6K,WA,2019,TOYOTA,PRIUS PRIME,PHEV,False,25,53033031502
WAUUPBFF9G,WA,2016,AUDI,A3,PHEV,False,16,53033022603
YV4ED3UL5P,WA,2023,VOLVO,XC40,BEV,False,0,53033002200
1G1RC6S59H,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53035091206
1V2WNPE83P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53033007800
1V2WNPE84P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53033032317
WVWKR7AU0K,WA,2019,VOLKSWAGEN,E-GOLF,BEV,True,125,53035090700
1G1RB6S58H,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53033000900
5YJ3E1EB2P,WA,2023,TESLA,MODEL 3,BEV,False,0,53033007202
1N4BZ1CPXL,WA,2020,NISSAN,LEAF,BEV,True,215,53035090102
2C4RC1L75P,WA,2023,CHRYSLER,PACIFICA,PHEV,True,32,53033028200
5YJXCBE27G,WA,2016,TESLA,MODEL X,BEV,True,200,53033022701
7SAXCBE51N,WA,2022,TESLA,MODEL X,BEV,False,0,53033032220
WA1E2AFY4M,WA,2021,AUDI,Q5 E,PHEV,False,18,53033005902
3FA6P0PU7F,WA,2015,FORD,FUSION,PHEV,False,19,53033010402
3FA6P0PU0F,WA,2015,FORD,FUSION,PHEV,False,19,53033030201
1G1RB6S51H,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53033030102
5UXTS1C05M,WA,2021,BMW,X3,PHEV,False,17,53033022502
WBY1Z6C38H,WA,2017,BMW,I3,BEV,True,81,53033023604
1G1FW6S00L,WA,2020,CHEVROLET,BOLT EV,BEV,True,259,53033002600
5YJYGDEE4L,WA,2020,TESLA,MODEL Y,BEV,True,291,53033008101
1N4AZ0CP5D,WA,2013,NISSAN,LEAF,BEV,True,75,53033032225
5YJYGDEF3M,WA,2021,TESLA,MODEL Y,BEV,False,0,53033024002
1V2FMPE82P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53033029001
KM8KMDAF0P,WA,2023,HYUNDAI,IONIQ 5,BEV,False,0,53033028200
1FADP5EU9H,WA,2017,FORD,C-MAX,PHEV,False,20,53033022802
7PDSGABA1P,WA,2023,RIVIAN,R1S,BEV,False,0,53033023901
KM8KNDAF4P,WA,2023,HYUNDAI,IONIQ 5,BEV,False,0,53033021903
7JRH60FD7N,WA,2022,VOLVO,S60,PHEV,True,41,53033023901
1C4JJXR6XM,WA,2021,JEEP,WRANGLER,PHEV,False,21,53033032704
YV4ED3UW7P,WA,2023,VOLVO,XC40,BEV,False,0,53033004202
3FMTK3R79M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53067010200
JTDKARFP0J,WA,2018,TOYOTA,PRIUS PRIME,PHEV,False,25,53033031605
KNDCE3LG3K,WA,2019,KIA,NIRO,BEV,True,239,53033006200
JTMAB3FV3P,WA,2023,TOYOTA,RAV4 PRIME,PHEV,True,42,53011040603
5YJSA1H1XF,WA,2015,TESLA,MODEL S,BEV,True,208,53033032225
5UXKT0C54J,WA,2018,BMW,X5,PHEV,False,13,53035090700
1G1FZ6S03K,WA,2019,CHEVROLET,BOLT EV,BEV,True,238,53011041332
5YJSA1H10E,WA,2014,TESLA,MODEL S,BEV,True,208,53033020900
1G1RA6S55H,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53033021905
YV4ED3UM0P,WA,2023,VOLVO,XC40,BEV,False,0,53033005600
1N4BZ1BV1M,WA,2021,NISSAN,LEAF,BEV,False,0,53011041325
5YJXCBE29H,WA,2017,TESLA,MODEL X,BEV,True,200,53033032324
5YJYGAEE2M,WA,2021,TESLA,MODEL Y,BEV,False,0,53033024200
KNDCM3LD2M,WA,2021,KIA,NIRO,PHEV,False,26,53011040703
1N4AZ1CV6M,WA,2021,NISSAN,LEAF,BEV,False,0,53033022606
5YJSA1CP4C,WA,2012,TESLA,MODEL S,BEV,True,265,53011040803
5YJRE11B88,WA,2008,TESLA,ROADSTER,BEV,True,220,53033022401
1FTVW1EL7N,WA,2022,FORD,F-150,BEV,False,0,53033023902
YV4H60CX8P,WA,2023,VOLVO,XC90,PHEV,True,32,53035090101
1G1FW6S07L,WA,2020,CHEVROLET,BOLT EV,BEV,True,259,53033009300
5YJXCAE25L,WA,2020,TESLA,MODEL X,BEV,True,293,53033032321
1FTBW1YK8N,WA,2022,FORD,TRANSIT,BEV,False,0,53033000602
7FCTGAAA5P,WA,2023,RIVIAN,R1T,BEV,False,0,53033000900
