VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,2020 Census Tract
5UXTA6C05P,WA,2023,BMW,X5,PHEV,True,30,53077002803
5YJRE11B48,BC,2008,TESLA,ROADSTER,BEV,True,220,0
5YJSA1E24G,WA,2016,TESLA,MODEL S,BEV,True,210,53033004902
1N4AZ1CP5J,WA,2018,NISSAN,LEAF,BEV,True,151,53033020100
5YJ3E1EA6J,WA,2018,TESLA,MODEL 3,BEV,True,215,53029971100
1G1FW6S00H,WA,2017,CHEVROLET,BOLT EV,BEV,True,238,53035091301
5YJ3E1EA0J,WA,2018,TESLA,MODEL 3,BEV,True,215,53061052009
1N4BZ1BV4M,WA,2021,NISSAN,LEAF,BEV,False,0,53033008500
5YJ3E1EB3J,WA,2018,TESLA,MODEL 3,BEV,True,215,53033032321
SADHB2S1XK,WA,2019,JAGUAR,I-PACE,BEV,True,234,53033012000
5YJXCAE21G,WA,2016,TESLA,MODEL X,BEV,True,200,53033007201
1N4AZ0CP8D,WA,2013,NISSAN,LEAF,BEV,True,75,53033023901
WBY1Z4C53F,WA,2015,BMW,I3,PHEV,True,72,53033008600
5YJ3E1EA3L,WA,2020,TESLA,MODEL 3,BEV,True,266,53029970700
WP0AC2Y13L,WA,2020,PORSCHE,TAYCAN,BEV,True,192,53061052009
5YJ3E1EB2J,WA,2018,TESLA,MODEL 3,BEV,True,215,53033022803
5YJ3E1EBXJ,WA,2018,TESLA,MODEL 3,BEV,True,215,53033032211
7SAYGDEE7P,WA,2023,TESLA,MODEL Y,BEV,False,0,53061052107
WA1E2AFY8M,WA,2021,AUDI,Q5 E,PHEV,False,18,53033032402
5YJSA1E23J,WA,2018,TESLA,MODEL S,BEV,True,249,53033029902
5UXTA6C01N,WA,2022,BMW,X5,PHEV,True,30,53033020500
5YJ3E1EB6L,WA,2020,TESLA,MODEL 3,BEV,True,322,53061041812
5YJ3E1EB7K,WA,2019,TESLA,MODEL 3,BEV,True,220,53077000800
5UXKT0C53G,WA,2016,BMW,X5,PHEV,False,14,53067011622
1N4AZ0CP2F,WA,2015,NISSAN,LEAF,BEV,True,84,53033005600
1N4AZ0CP0F,WA,2015,NISSAN,LEAF,BEV,True,84,53033007800
1G1FX6S01J,WA,2018,CHEVROLET,BOLT EV,BEV,True,238,53067012530
WBA13AG06M,WA,2021,BMW,530E,PHEV,False,21,53035091002
WA1E2AFY7M,WA,2021,AUDI,Q5 E,PHEV,False,18,53033024001
5YJ3E1EB3L,WA,2020,TESLA,MODEL 3,BEV,True,322,53033031910
5YJXCAE28H,WA,2017,TESLA,MODEL X,BEV,True,200,53035091201
5YJ3E1EB5K,WA,2019,TESLA,MODEL 3,BEV,True,220,53035940100
JTMABABA2P,WA,2023,SUBARU,SOLTERRA,BEV,False,0,53033028200
1N4AZ0CP1F,WA,2015,NISSAN,LEAF,BEV,True,84,53011040909
5UXTA6C08M,WA,2021,BMW,X5,PHEV,True,30,53033021803
5YJ3E1EA4K,WA,2019,TESLA,MODEL 3,BEV,True,220,53033009300
5YJ3E1EB2L,WA,2020,TESLA,MODEL 3,BEV,True,322,53035090902
3FMTK2SU0P,WA,2023,FORD,MUSTANG MACH-E,BEV,False,0,53077000401
LPSED3KA6M,WA,2021,POLESTAR,PS2,BEV,True,233,53061052204
KNDC3DLC7P,WA,2023,KIA,EV6,BEV,False,0,53075000201
55SWF4HB5J,WA,2018,MERCEDES-BENZ,C-CLASS,PHEV,False,8,53061052010
1N4BZ0CPXG,WA,2016,NISSAN,LEAF,BEV,True,84,53061052808
5YJ3E1EB9K,WA,2019,TESLA,MODEL 3,BEV,True,220,53061052121
WAUTPBFF1H,WA,2017,AUDI,A3,PHEV,False,16,53061050502
5YJSA1E2XH,IN,2017,TESLA,MODEL S,BEV,True,210,18003001200
5YJ3E1EB6K,WA,2019,TESLA,MODEL 3,BEV,True,220,53061041815
5YJ3E1EA4J,WA,2018,TESLA,MODEL 3,BEV,True,215,53061041704
5YJ3E1EB0N,WA,2022,TESLA,MODEL 3,BEV,False,0,53061052009
5YJ3E1EA7K,WA,2019,TESLA,MODEL 3,BEV,True,220,53025011101
1G1RB6S5XH,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53025010300
5YJXCBE29G,WA,2016,TESLA,MODEL X,BEV,True,200,53035091100
1N4AZ0CP1D,WA,2013,NISSAN,LEAF,BEV,True,75,53061050900
1N4BZ0CP7H,WA,2017,NISSAN,LEAF,BEV,True,107,53061052402
5YJ3E1EA7J,WA,2018,TESLA,MODEL 3,BEV,True,215,53061051500
5YJ3E1EB1L,WA,2020,TESLA,MODEL 3,BEV,True,322,53025010500
1G1RA6E49D,WA,2013,CHEVROLET,VOLT,PHEV,True,38,53029970500
5YJ3E1EA9K,WA,2019,TESLA,MODEL 3,BEV,True,220,53061041816
5YJ3E1EC6L,WA,2020,TESLA,MODEL 3,BEV,True,308,53067010510
KNDCD3LD8L,WA,2020,KIA,NIRO,PHEV,False,26,53077003400
5YJ3E1EA1K,WA,2019,TESLA,MODEL 3,BEV,True,220,53061050900
1G1RD6S53H,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53065950800
WBY33AW04P,WA,2023,BMW,I4,BEV,False,0,53007960400
3FA6P0SUXJ,WA,2018,FORD,FUSION,PHEV,False,21,53071920200
1N4AZ1CP0J,WA,2018,NISSAN,LEAF,BEV,True,151,53063001900
1FMCU0LZ9N,WA,2022,FORD,ESCAPE,PHEV,True,38,53061052009
3FA6P0PU4F,WA,2015,FORD,FUSION,PHEV,False,19,53063003900
7SAYGDEF9P,WA,2023,TESLA,MODEL Y,BEV,False,0,53065950200
5YJ3E1EA6P,WA,2023,TESLA,MODEL 3,BEV,False,0,53061051937
1FADP5CU4G,WA,2016,FORD,C-MAX,PHEV,False,19,53035090502
JA3215H18C,WA,2012,MITSUBISHI,I-MIEV,BEV,True,62,53061042001
5YJYGDEE7L,WA,2020,TESLA,MODEL Y,BEV,True,291,53061051931
5YJSA1E21H,WA,2017,TESLA,MODEL S,BEV,True,210,53061051937
5YJSA1S2XF,WA,2015,TESLA,MODEL S,BEV,True,208,53029971800
WA1VABGE7K,WA,2019,AUDI,E-TRON,BEV,True,204,53067011822
5YJ3E1EB1J,WA,2018,TESLA,MODEL 3,BEV,True,215,53029971900
5YJ3E1EA1J,WA,2018,TESLA,MODEL 3,BEV,True,215,53061052502
5YJSA1E2XJ,WA,2018,TESLA,MODEL S,BEV,True,249,53067010100
1G1RA6E47C,WA,2012,CHEVROLET,VOLT,PHEV,True,35,53061042005
YV4BR00L1M,WA,2021,VOLVO,XC90,PHEV,False,18,53061051914
KNDCE3LG7K,WA,2019,KIA,NIRO,BEV,True,239,53033031605
1C4RJYC64N,WA,2022,JEEP,GRAND CHEROKEE,PHEV,False,25,53061052604
KNDC34LA8P,WA,2023,KIA,EV6,BEV,False,0,53061052208
5YJYGDEE1L,WA,2020,TESLA,MODEL Y,BEV,True,291,53061052107
KNAGV4LD8K,WA,2019,KIA,OPTIMA,PHEV,False,29,53077000500
KNDJX3AE9H,WA,2017,KIA,SOUL EV,BEV,True,93,53067012002
5YJ3E1EA3J,WA,2018,TESLA,MODEL 3,BEV,True,215,53035090901
1G1RA6S57J,WA,2018,CHEVROLET,VOLT,PHEV,True,53,53035092102
5UXTA6C08N,WA,2022,BMW,X5,PHEV,True,30,53033010401
WVWPR7AU8K,WA,2019,VOLKSWAGEN,E-GOLF,BEV,True,125,53067010700
7SAYGAEE8P,WA,2023,TESLA,MODEL Y,BEV,False,0,53061052107
1FADP5CUXD,WA,2013,FORD,C-MAX,PHEV,False,19,53077001000
7SAXCBE58N,WA,2022,TESLA,MODEL X,BEV,False,0,53077001602
1N4AZ1CP3J,WA,2018,NISSAN,LEAF,BEV,True,151,53035940000
KNDJX3AE7H,WA,2017,KIA,SOUL EV,BEV,True,93,53029970800
JN1AZ0CP8B,WA,2011,NISSAN,LEAF,BEV,True,73,53033011602
1N4AZ0CP4F,WA,2015,NISSAN,LEAF,BEV,True,84,53061051933
5YJSA1AC7D,WA,2013,TESLA,MODEL S,BEV,True,208,53061052603
WBY1Z2C56E,WA,2014,BMW,I3,BEV,True,81,53033009702
3FA6P0SU9H,WA,2017,FORD,FUSION,PHEV,False,21,53067011200
JN1AZ0CPXC,WA,2012,NISSAN,LEAF,BEV,True,73,53035091400
KNDCE3LG1K,WA,2019,KIA,NIRO,BEV,True,239,53067011902
1N4AZ0CP6E,WA,2014,NISSAN,LEAF,BEV,True,84,53033000800
5YJXCBE23J,WA,2018,TESLA,MODEL X,BEV,True,238,53033025006
1C4JJXR62M,WA,2021,JEEP,WRANGLER,PHEV,False,21,53067012226
5YJSA1E26H,WA,2017,TESLA,MODEL S,BEV,True,210,53007960400
5YJ3E1EB8L,WA,2020,TESLA,MODEL 3,BEV,True,322,53061050502
1G1RC6E49B,WA,2011,CHEVROLET,VOLT,PHEV,True,35,53067011627
WBY1Z6C31H,WA,2017,BMW,I3,BEV,True,81,53061041400
5YJSA1E25J,WA,2018,TESLA,MODEL S,BEV,True,249,53061052301
5YJ3E1EB7L,WA,2020,TESLA,MODEL 3,BEV,True,322,53067012002
KNDCD3LDXN,WA,2022,KIA,NIRO,PHEV,False,26,53067010200
1N4BZ0CP8G,WA,2016,NISSAN,LEAF,BEV,True,84,53033009701
1N4AZ0CP0G,WA,2016,NISSAN,LEAF,BEV,True,84,53033021701
3FA6P0SU6G,WA,2016,FORD,FUSION,PHEV,False,19,53037975101
1G1FZ6S0XL,WA,2020,CHEVROLET,BOLT EV,BEV,True,259,53067012100
5YJ3E1EB9L,WA,2020,TESLA,MODEL 3,BEV,True,322,53067012620
1N4AZ0CPXF,WA,2015,NISSAN,LEAF,BEV,True,84,53067011901
1G1FY6S07K,WA,2019,CHEVROLET,BOLT EV,BEV,True,238,53061041609
WVWKR7AU8K,WA,2019,VOLKSWAGEN,E-GOLF,BEV,True,125,53061052206
5YJXCBE28H,WA,2017,TESLA,MODEL X,BEV,True,200,53067010910
WBY1Z4C57G,WA,2016,BMW,I3,PHEV,True,72,53061051916
1N4AZ1CP0K,WA,2019,NISSAN,LEAF,BEV,True,150,53033027702
1N4AZ1CP9L,WA,2020,NISSAN,LEAF,BEV,True,149,53053072802
1N4AZ1CP7K,WA,2019,NISSAN,LEAF,BEV,True,150,53057951900
2T3YL4DV8D,WA,2013,TOYOTA,RAV4,BEV,True,103,53063001500
5YJSA1E20J,WA,2018,TESLA,MODEL S,BEV,True,249,53061052112
KL8CK6S04F,WA,2015,CHEVROLET,SPARK,BEV,True,82,53075000700
5YJ3E1EB1K,WA,2019,TESLA,MODEL 3,BEV,True,220,53033008700
5YJSA1E29H,WA,2017,TESLA,MODEL S,BEV,True,210,53035090700
1N4AZ1CP7J,WA,2018,NISSAN,LEAF,BEV,True,151,53061051914
KNDC4DLC9P,WA,2023,KIA,EV6,BEV,False,0,53061052607
5YJ3E1EB9M,WA,2021,TESLA,MODEL 3,BEV,False,0,53067011421
1N4AZ1CPXK,WA,2019,NISSAN,LEAF,BEV,True,150,53061041805
1N4BZ0CP9G,WA,2016,NISSAN,LEAF,BEV,True,84,53035091002
JA4J24A5XL,WA,2020,MITSUBISHI,OUTLANDER,PHEV,False,22,53061051937
1C4RJXN67R,WA,2024,JEEP,WRANGLER,PHEV,False,21,53035092101
5YJXCDE21L,WA,2020,TESLA,MODEL X,BEV,True,289,53061051602
5UXTA6C0XN,WA,2022,BMW,X5,PHEV,True,30,53067010100
5YJ3E1EA5J,WA,2018,TESLA,MODEL 3,BEV,True,215,53067011902
JN1AZ0CP9C,WA,2012,NISSAN,LEAF,BEV,True,73,53063014002
JN1AZ0CP6B,WA,2011,NISSAN,LEAF,BEV,True,73,53061040800
WAUTPBFF9J,WA,2018,AUDI,A3,PHEV,False,16,53067011628
YV4BR0CL2K,WA,2019,VOLVO,XC90,PHEV,False,17,53035090901
5YJXCDE22H,WA,2017,TESLA,MODEL X,BEV,True,200,53033002900
WA1LAAGE1P,WA,2023,AUDI,E-TRON,BEV,False,0,53033024400
5UX43EU0XR,WA,2024,BMW,X5,PHEV,True,39,53011040610
7FCTGAAA7P,WA,2023,RIVIAN,R1T,BEV,False,0,53033023000
1N4BZ1CP7K,WA,2019,NISSAN,LEAF,BEV,True,150,53033000700
5YJ3E1EB9P,WA,2023,TESLA,MODEL 3,BEV,False,0,53033007502
1N4BZ0CP3H,WA,2017,NISSAN,LEAF,BEV,True,107,53033006400
5YJ3E1EAXJ,WA,2018,TESLA,MODEL 3,BEV,True,215,53033032220
1N4AZ0CP4E,WA,2014,NISSAN,LEAF,BEV,True,84,53067010802
5YJSA1E14H,WA,2017,TESLA,MODEL S,BEV,True,210,53033009600
WBA33AG0XM,WA,2021,BMW,530E,PHEV,False,18,53011041334
1N4BZ1CP4K,WA,2019,NISSAN,LEAF,BEV,True,150,53033020100
3FMTK3SU8P,WA,2023,FORD,MUSTANG MACH-E,BEV,False,0,53033028200
1C4JJXN68P,WA,2023,JEEP,WRANGLER,PHEV,False,21,53035080700
JTDKARFP5J,WA,2018,TOYOTA,PRIUS PRIME,PHEV,False,25,53033010702
WMEFJ9BAXH,WA,2017,SMART,FORTWO,BEV,True,58,53033021904
WA1VAAGE6M,WA,2021,AUDI,E-TRON,BEV,False,0,53033029403
7SAYGDEE8P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033022003
LPSED3KA8N,WA,2022,POLESTAR,PS2,BEV,False,0,53033024302
7SAXCAE52P,WA,2023,TESLA,MODEL X,BEV,False,0,53033029504
5YJ3E1EB7M,WA,2021,TESLA,MODEL 3,BEV,False,0,53033024602
5UXKT0C31H,WA,2017,BMW,X5,PHEV,False,14,53029970800
5YJXCAE25G,WA,2016,TESLA,MODEL X,BEV,True,200,53067011720
5YJSA1E28J,WA,2018,TESLA,MODEL S,BEV,True,249,53061052206
5YJ3E1EA5K,WA,2019,TESLA,MODEL 3,BEV,True,220,53033003202
JTMEB3FV6N,WA,2022,TOYOTA,RAV4 PRIME,PHEV,True,42,53011040610
5UXKT0C50J,WA,2018,BMW,X5,PHEV,False,13,53033001600
5YJ3E1EC2L,WA,2020,TESLA,MODEL 3,BEV,True,308,53033001500
1V2CMPE83P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53015001503
7SAYGDEF3N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033032213
5YJ3E1EB8J,WA,2018,TESLA,MODEL 3,BEV,True,215,53061051937
2C4RC1N74J,WA,2018,CHRYSLER,PACIFICA,PHEV,True,33,53033007002
7SAYGAEE2P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033032321
YV4H60DL0N,WA,2022,VOLVO,XC60,PHEV,True,35,53067011821
3FMTK1RM9M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53011040411
5YJ3E1EA7P,WA,2023,TESLA,MODEL 3,BEV,False,0,53033029405
WA1VAAGEXK,WA,2019,AUDI,E-TRON,BEV,True,204,53011040713
5YJYGDEF2M,WA,2021,TESLA,MODEL Y,BEV,False,0,53033022205
7SAYGAEE5P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033032217
WBY73AW08N,WA,2022,BMW,I4,BEV,False,0,53033024302
5YJ3E1EB6M,WA,2021,TESLA,MODEL 3,BEV,False,0,53033008900
WBY1Z4C56G,WA,2016,BMW,I3,PHEV,True,72,53033032217
5YJ3E1EA9L,WA,2020,TESLA,MODEL 3,BEV,True,266,53035091302
5YJ3E1EB7N,WA,2022,TESLA,MODEL 3,BEV,False,0,53011040812
KNDC3DLCXN,WA,2022,KIA,EV6,BEV,False,0,53033032704
1N4AZ0CP6D,WA,2013,NISSAN,LEAF,BEV,True,75,53033020700
KM8K33AG0P,WA,2023,HYUNDAI,KONA ELECTRIC,BEV,False,0,53033028200
1G1FX6S0XP,WA,2023,CHEVROLET,BOLT EV,BEV,False,0,53033026700
2C4RC1S72M,WA,2021,CHRYSLER,PACIFICA,PHEV,True,32,53033001400
7FCTGAAA4N,WA,2022,RIVIAN,R1T,BEV,False,0,53033004500
3C3CFFGE9H,WA,2017,FIAT,500,BEV,True,84,53011040803
1N4AZ0CP3F,WA,2015,NISSAN,LEAF,BEV,True,84,53033008500
WVWKP7AU2G,WA,2016,VOLKSWAGEN,E-GOLF,BEV,True,83,53033006400
YSMEG3KA1P,WA,2023,POLESTAR,PS2,BEV,False,0,53067012001
KNDCE3LG4N,WA,2022,KIA,NIRO,BEV,False,0,53033031603
WVWKR7AU6K,WA,2019,VOLKSWAGEN,E-GOLF,BEV,True,125,53033006400
5YJSA1E65N,WA,2022,TESLA,MODEL S,BEV,False,0,53033027400
1G1FY6S07P,WA,2023,CHEVROLET,BOLT EUV,BEV,False,0,53033000601
5UXTA6C02N,WA,2022,BMW,X5,PHEV,True,30,53011041325
1G1RB6S50J,WA,2018,CHEVROLET,VOLT,PHEV,True,53,53033020500
5YJ3E1EB5J,WA,2018,TESLA,MODEL 3,BEV,True,215,53033001600
7SAXCBE62P,WA,2023,TESLA,MODEL X,BEV,False,0,53061052808
1N4BZ1CV6N,WA,2022,NISSAN,LEAF,BEV,False,0,53033020500
JTDKARFP9H,WA,2017,TOYOTA,PRIUS PRIME,PHEV,False,25,53033031605
WA1G2BFZ5N,WA,2022,AUDI,Q4,BEV,False,0,53033009801
3FA6P0PU3F,WA,2015,FORD,FUSION,PHEV,False,19,53033021500
JTDKARFP6L,WA,2020,TOYOTA,PRIUS PRIME,PHEV,False,25,53033023100
5YJ3E1EA2K,WA,2019,TESLA,MODEL 3,BEV,True,220,53033032215
5YJYGDEE9M,WA,2021,TESLA,MODEL Y,BEV,False,0,53011040505
7SAYGAEE2N,WA,2022,TESLA,MODEL Y,BEV,False,0,53067011721
1G1FZ6S09N,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53033032316
5UXTA6C03P,WA,2023,BMW,X5,PHEV,True,30,53011041328
3C3CFFGE6F,WA,2015,FIAT,500,BEV,True,87,53033021100
7SAYGDEE0P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033032316
JTDKN3DP9E,WA,2014,TOYOTA,PRIUS PLUG-IN,PHEV,False,6,53033031604
WBY8P2C58K,WA,2019,BMW,I3,BEV,True,153,53033032321
5YJSA1E50N,WA,2022,TESLA,MODEL S,BEV,False,0,53033032319
KNDCC3LG8N,WA,2022,KIA,NIRO,BEV,False,0,53011041010
W1N0G5DB1L,WA,2020,MERCEDES-BENZ,GLC-CLASS,PHEV,False,22,53077000301
1G1FW6S09P,WA,2023,CHEVROLET,BOLT EV,BEV,False,0,53033008500
1G1FW6S02N,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53067010600
JTDKARFPXH,WA,2017,TOYOTA,PRIUS PRIME,PHEV,False,25,53029971500
5YJYGDEF0L,WA,2020,TESLA,MODEL Y,BEV,True,291,53033022803
3FMTK3SU9M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53033008900
5YJSA1E25K,WA,2019,TESLA,MODEL S,BEV,True,270,53033031208
7SAYGDEEXP,WA,2023,TESLA,MODEL Y,BEV,False,0,53035090502
5YJSA1S14E,WA,2014,TESLA,MODEL S,BEV,True,208,53033030308
JN1AZ0CP7C,WA,2012,NISSAN,LEAF,BEV,True,73,53033002200
KM8S7DA25P,WA,2023,HYUNDAI,SANTA FE,PHEV,True,30,53011040304
7SAYGDEE6P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033025007
7SAYGDEFXP,WA,2023,TESLA,MODEL Y,BEV,False,0,53033007203
5YJ3E1EB4N,WA,2022,TESLA,MODEL 3,BEV,False,0,53033028200
5UXTA6C01P,WA,2023,BMW,X5,PHEV,True,30,53033032318
5YJXCBE20J,WA,2018,TESLA,MODEL X,BEV,True,238,53033024002
KNDCC3LD5M,WA,2021,KIA,NIRO,PHEV,False,26,53033010002
WBY8P2C51K,WA,2019,BMW,I3,BEV,True,153,53033007800
WP0BA2Y11N,WA,2022,PORSCHE,TAYCAN,BEV,False,0,53033023701
5YJSA1E27J,WA,2018,TESLA,MODEL S,BEV,True,249,53033022203
1G1FX6S02H,WA,2017,CHEVROLET,BOLT EV,BEV,True,238,53033025006
WA1LAAGE3N,WA,2022,AUDI,E-TRON,BEV,False,0,53033009200
5YJ3E1EBXM,WA,2021,TESLA,MODEL 3,BEV,False,0,53033004702
3FMTK3SS3M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53061053301
5YJYGDEF5L,WA,2020,TESLA,MODEL Y,BEV,True,291,53033022005
5YJSA1S15E,WA,2014,TESLA,MODEL S,BEV,True,208,53033023500
7SAYGDEE6N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033000602
7SAYGAEE7P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033032220
5YJYGDEE6L,WA,2020,TESLA,MODEL Y,BEV,True,291,53033007001
1G1FY6S0XK,WA,2019,CHEVROLET,BOLT EV,BEV,True,238,53033009900
JTDKARFP8K,WA,2019,TOYOTA,PRIUS PRIME,PHEV,False,25,53011040910
5YJXCBE29J,WA,2018,TESLA,MODEL X,BEV,True,238,53033025303
3FA6P0PU9J,WA,2018,FORD,FUSION,PHEV,False,21,53033023901
WA1G2AFY7M,WA,2021,AUDI,Q5 E,PHEV,False,18,53033000202
1G1RA6S59H,WA,2017,CHEVROLET,VOLT,PHEV,True,53,53009001300
WBY7Z2C52J,WA,2018,BMW,I3,BEV,True,114,53033021300
7SAYGDEF8N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033025602
1G1FW6S03H,WA,2017,CHEVROLET,BOLT EV,BEV,True,238,53067010600
WBY1Z4C54E,WA,2014,BMW,I3,PHEV,True,72,53061050403
4JGDA6DB0J,WA,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,False,8,53033021300
5YJSA1E29J,WA,2018,TESLA,MODEL S,BEV,True,249,53035090902
5YJ3E1EB4K,WA,2019,TESLA,MODEL 3,BEV,True,220,53033022003
1N4BZ0CP2G,WA,2016,NISSAN,LEAF,BEV,True,84,53033006400
5YJ3E1EB1N,WA,2022,TESLA,MODEL 3,BEV,False,0,53033023500
KNDPZDAH1P,WA,2023,KIA,SPORTAGE,PHEV,True,34,53033032316
7SAYGDEF4N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033000800
5YJ3E1EA5P,WA,2023,TESLA,MODEL 3,BEV,False,0,53033029308
7SAXCAE56P,WA,2023,TESLA,MODEL X,BEV,False,0,53033032323
2C4RC1L77N,WA,2022,CHRYSLER,PACIFICA,PHEV,True,32,53033032213
3FMTK3SU5N,WA,2022,FORD,MUSTANG MACH-E,BEV,False,0,53033027600
7SAYGDEF7N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033024601
5YJ3E1EA2L,WA,2020,TESLA,MODEL 3,BEV,True,266,53033000700
5YJSA1CG2D,WA,2013,TESLA,MODEL S,BEV,True,208,53033022701
5YJ3E1EA2P,WA,2023,TESLA,MODEL 3,BEV,False,0,53033023806
1N4BZ1DV7M,WA,2021,NISSAN,LEAF,BEV,False,0,53011041400
JTDKARFP3H,WA,2017,TOYOTA,PRIUS PRIME,PHEV,False,25,53011041007
WBA8E1C54G,WA,2016,BMW,330E,PHEV,False,14,53035091002
1C4JJXP6XN,WA,2022,JEEP,WRANGLER,PHEV,False,21,53035092200
5YJSA1E63N,WA,2022,TESLA,MODEL S,BEV,False,0,53033025005
WBY73AW04P,WA,2023,BMW,I4,BEV,False,0,53033023603
1N4AZ1BP1L,WA,2020,NISSAN,LEAF,BEV,True,149,53077001000
WA16AAGE6R,WA,2024,AUDI,Q8,BEV,False,0,53033022001
JA4T5UA90P,WA,2023,MITSUBISHI,OUTLANDER,PHEV,True,38,53061052009
YV4H60CZ8N,WA,2022,VOLVO,XC90,PHEV,True,35,53033000900
5YJ3E1EB5N,WA,2022,TESLA,MODEL 3,BEV,False,0,53033030310
5YJ3E1EB7J,WA,2018,TESLA,MODEL 3,BEV,True,215,53033032217
5YJ3E1EB1M,WA,2021,TESLA,MODEL 3,BEV,False,0,53033032402
KM8K33AG5P,WA,2023,HYUNDAI,KONA ELECTRIC,BEV,False,0,53033028200
1G1FW6S00P,WA,2023,CHEVROLET,BOLT EV,BEV,False,0,53035092500
5YJXCAE29G,WA,2016,TESLA,MODEL X,BEV,True,200,53033006500
2C4RC1L79P,WA,2023,CHRYSLER,PACIFICA,PHEV,True,32,53033028200
1N4AZ0CP7E,WA,2014,NISSAN,LEAF,BEV,True,84,53033022001
1N4AZ1BV1P,WA,2023,NISSAN,LEAF,BEV,False,0,53033007600
YV4ED3GM4P,WA,2023,VOLVO,C40,BEV,False,0,53033003201
1N4AZ0CP3D,WA,2013,NISSAN,LEAF,BEV,True,75,53033007800
7SAYGDEE5P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033032316
7PDSGABA8P,WA,2023,RIVIAN,R1S,BEV,False,0,53033006200
1C4JJXP68N,WA,2022,JEEP,WRANGLER,PHEV,False,21,53015001200
1C4JJXP69M,WA,2021,JEEP,WRANGLER,PHEV,False,25,53011040604
5YJYGAEE6M,WA,2021,TESLA,MODEL Y,BEV,False,0,53033009500
1C4RJYC61P,WA,2023,JEEP,GRAND CHEROKEE,PHEV,False,25,53033007406
WAUTPBFF8J,WA,2018,AUDI,A3,PHEV,False,16,53033001900
7PDSGABA7P,WA,2023,RIVIAN,R1S,BEV,False,0,53033004902
7SAYGDEE2N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033023902
7SAYGDEE4N,WA,2022,TESLA,MODEL Y,BEV,False,0,53033032216
1G1FY6S08L,WA,2020,CHEVROLET,BOLT EV,BEV,True,259,53033008500
7SAYGDEE1P,WA,2023,TESLA,MODEL Y,BEV,False,0,53033032318
YV4BR0DL0L,WA,2020,VOLVO,XC60,PHEV,False,18,53033008002
YV4BR00KXN,WA,2022,VOLVO,XC90,PHEV,False,18,53033005901
3FMTK2R79N,WA,2022,FORD,MUSTANG MACH-E,BEV,False,0,53035090202
7SAXCDE55N,WA,2022,TESLA,MODEL X,BEV,False,0,53033022605
7SAXCAE58N,WA,2022,TESLA,MODEL X,BEV,False,0,53033032215
KNDRMDLH2N,WA,2022,KIA,SORENTO,PHEV,True,32,53033022102
5YJ3E1EBXN,WA,2022,TESLA,MODEL 3,BEV,False,0,53011041007
5YJYGDEE0L,WA,2020,TESLA,MODEL Y,BEV,True,291,53061052009
7SAXCBE6XP,WA,2023,TESLA,MODEL X,BEV,False,0,53011040712
3C3CFFGE5H,WA,2017,FIAT,500,BEV,True,84,53033008800
JN1AZ0CP3C,WA,2012,NISSAN,LEAF,BEV,True,73,53033024601
JN1AZ0CP4B,WA,2011,NISSAN,LEAF,BEV,True,73,53033030802
1G1FX6S06H,WA,2017,CHEVROLET,BOLT EV,BEV,True,238,53033009900
7PDSGABAXP,WA,2023,RIVIAN,R1S,BEV,False,0,53033023702
5YJ3E1EA2M,WA,2021,TESLA,MODEL 3,BEV,False,0,53033031603
3FA6P0SU1H,WA,2017,FORD,FUSION,PHEV,False,21,53029970500
7SAXCBE60N,WA,2022,TESLA,MODEL X,BEV,False,0,53033024002
5YJSA1DN1D,WA,2013,TESLA,MODEL S,BEV,True,208,53033031502
5UXKT0C53H,WA,2017,BMW,X5,PHEV,False,14,53033022401
5YJ3E1EA8L,WA,2020,TESLA,MODEL 3,BEV,True,266,53033024301
1FADP5CU5E,WA,2014,FORD,C-MAX,PHEV,False,19,53029970401
WBY8P4C53K,WA,2019,BMW,I3,PHEV,True,126,53033009000
2C4RC1S73P,WA,2023,CHRYSLER,PACIFICA,PHEV,True,32,53033023902
3C3CFFGE0G,WA,2016,FIAT,500,BEV,True,84,53067010300
5YJ3E1EA7M,WA,2021,TESLA,MODEL 3,BEV,False,0,53033032316
